loan_id,loan_amount,loan_term,credit_score,income,employment_status,purpose_loan,property_ownership,approval_status
D4D685867,833,11,4,5960,Employed,Small Business Funding,Mortgaged,0
2708A7A74,815,2,1,4812,Employed,Home Improvement,Owned,1
C8D99B680,749,11,3,4821,Unemployed,Investment,Rented,1
CB99ADEE4,399,11,1,6027,Self-employed,Home Improvement,Owned,1
5AD47AA77,494,8,4,8767,Employed,Home Improvement,Owned,1
8F331F9E0,306,6,1,2101,Self-employed,Education,Owned,0
ADE745518,435,8,3,8704,Self-employed,Education,Mortgaged,0
1BDE772DC,692,6,2,5348,Self-employed,Investment,Owned,1
57137262C,829,5,2,5298,Unemployed,Education,Rented,0
985CA718B,613,5,2,5094,Employed,Investment,Owned,1
A1F79FDC0,277,10,4,4891,Employed,Small Business Funding,Owned,1
F224D59A5,495,10,2,9864,Unemployed,Small Business Funding,Mortgaged,1
10D6194AE,470,11,4,5135,Unemployed,Home Improvement,Mortgaged,1
F232F736B,957,8,2,3180,Unemployed,Small Business Funding,Rented,0
64325F20C,890,7,4,7914,Self-employed,Education,Owned,0
F5779B31A,757,8,4,7509,Self-employed,Debt Consolidation,Owned,0
467B96FF5,417,8,1,9316,Employed,Home Improvement,Owned,1
605C58EB8,835,7,2,4886,Employed,Investment,Owned,0
8EAC273FB,468,2,1,9530,Self-employed,Small Business Funding,Owned,1
9FD607B7B,483,11,3,4728,Self-employed,Home Improvement,Owned,1
679219D1E,161,9,2,9631,Unemployed,Home Improvement,Mortgaged,0
2A670684B,905,7,2,4692,Self-employed,Home Improvement,Rented,1
25559E161,604,11,2,2398,Employed,Small Business Funding,Owned,1
E04C85A11,338,6,2,2404,Employed,Investment,Owned,1
D5F7AC515,294,9,1,4873,Unemployed,Home Improvement,Mortgaged,0
F1C3DA45E,777,1,1,9299,Unemployed,Home Improvement,Owned,1
09E8074D5,321,11,4,5268,Employed,Home Improvement,Mortgaged,1
F25E4F285,160,2,1,4694,Self-employed,Small Business Funding,Rented,1
870BDFFA9,228,1,4,4082,Self-employed,Education,Owned,1
31E7C10EF,784,10,3,4467,Employed,Investment,Rented,1
0CA27E4EB,255,3,1,6472,Self-employed,Home Improvement,Owned,0
DDD3F9824,477,11,4,9566,Self-employed,Home Improvement,Rented,1
BADCE0E0F,721,5,2,6315,Employed,Home Improvement,Rented,0
9C66748E7,880,1,3,3921,Employed,Small Business Funding,Owned,1
136F78B1B,967,4,4,5959,Unemployed,Education,Rented,1
3F307E784,889,8,3,8840,Employed,Home Improvement,Mortgaged,0
8D6DF52B9,685,6,2,3540,Unemployed,Home Improvement,Mortgaged,1
063C307AA,536,1,2,7702,Unemployed,Small Business Funding,Rented,1
2379E2B30,306,1,4,4389,Self-employed,Investment,Rented,0
02E7445DF,487,3,4,6848,Employed,Investment,Mortgaged,1
D15C1B76B,579,10,2,7982,Self-employed,Education,Owned,1
29781FF38,890,8,4,4463,Employed,Investment,Mortgaged,1
338E88F09,986,11,2,9623,Employed,Home Improvement,Rented,1
56EC5EE6C,937,11,1,5368,Self-employed,Small Business Funding,Mortgaged,1
C380BE2DA,439,8,4,4985,Unemployed,Home Improvement,Owned,0
C6137C688,968,3,3,9498,Employed,Home Improvement,Mortgaged,1
ADFC72B72,439,7,2,9872,Unemployed,Education,Owned,1
7BBCAF783,303,3,1,9150,Self-employed,Investment,Rented,0
027E710EE,260,4,4,2679,Self-employed,Investment,Mortgaged,1
95F56A020,639,9,2,9506,Employed,Investment,Mortgaged,1
D8C33654B,491,4,1,2747,Self-employed,Home Improvement,Owned,1
FEE24B06F,868,3,4,4853,Employed,Small Business Funding,Mortgaged,1
EA69D9FD3,776,5,2,3321,Employed,Small Business Funding,Mortgaged,1
4AAFC9451,674,7,2,9927,Employed,Home Improvement,Owned,1
8409B4985,633,5,2,5748,Employed,Debt Consolidation,Mortgaged,0
0A0A7F1D3,169,4,4,8455,Employed,Home Improvement,Owned,1
78AEA042A,992,8,1,9750,Self-employed,Investment,Rented,0
2AA5A35DC,504,4,2,7862,Employed,Home Improvement,Mortgaged,1
8E7A776F0,707,2,1,6150,Unemployed,Debt Consolidation,Owned,1
EADDBF36C,774,10,1,6789,Employed,Home Improvement,Owned,1
E404E8C7C,690,6,3,2533,Employed,Investment,Mortgaged,1
1EB27064E,616,2,1,3818,Employed,Education,Owned,1
4DC3B97B9,927,3,1,6200,Self-employed,Small Business Funding,Rented,0
71792DAD1,219,1,1,9342,Unemployed,Debt Consolidation,Rented,0
D49C47602,913,5,1,4341,Unemployed,Education,Mortgaged,1
D02C19081,789,9,1,9023,Unemployed,Small Business Funding,Rented,1
E0336D0B2,787,2,4,8694,Self-employed,Education,Mortgaged,1
7DE911F1E,316,7,3,7006,Self-employed,Home Improvement,Mortgaged,0
40E3F6FEE,155,5,2,4422,Employed,Home Improvement,Owned,1
6C73A497D,465,2,3,6545,Self-employed,Small Business Funding,Owned,1
1803B7F77,798,8,3,3468,Unemployed,Small Business Funding,Owned,1
F89080E8A,603,11,2,9227,Unemployed,Home Improvement,Owned,1
4D2CD3014,843,6,1,7511,Self-employed,Home Improvement,Mortgaged,1
C8160B88C,866,4,2,6907,Self-employed,Small Business Funding,Owned,0
4F6045163,554,4,1,9978,Unemployed,Small Business Funding,Owned,1
07DA353E7,203,2,2,6485,Unemployed,Small Business Funding,Rented,1
D5EC70498,176,3,4,3235,Unemployed,Investment,Mortgaged,0
3B786D291,329,7,3,4714,Unemployed,Investment,Rented,1
AF6E1DD57,357,3,1,3708,Unemployed,Home Improvement,Rented,0
8A845C250,363,5,3,9702,Self-employed,Investment,Rented,1
008FF9A6F,430,10,1,9407,Self-employed,Debt Consolidation,Owned,1
39B2D05B9,281,6,2,9655,Employed,Home Improvement,Mortgaged,1
F522E7C39,992,6,2,7840,Employed,Debt Consolidation,Rented,1
A5ABD55DC,867,4,2,3145,Employed,Education,Rented,1
2B5BB581A,649,6,4,9420,Self-employed,Debt Consolidation,Mortgaged,1
58390EAF3,787,3,2,8284,Employed,Education,Owned,1
DB4E6D37C,126,7,2,3475,Employed,Debt Consolidation,Rented,0
CC77E80D1,375,7,4,5923,Self-employed,Education,Mortgaged,1
44335E2D7,751,4,3,4921,Unemployed,Education,Owned,1
AEF2A38BC,398,2,3,3855,Self-employed,Home Improvement,Owned,1
BC3B83376,898,11,1,5224,Self-employed,Small Business Funding,Owned,0
F4F645BF0,190,7,3,5964,Unemployed,Small Business Funding,Owned,1
60EAC5B52,579,3,1,7845,Employed,Home Improvement,Owned,1
8D1E0793F,672,1,1,5379,Self-employed,Education,Mortgaged,1
5076BA79A,557,2,3,7679,Self-employed,Small Business Funding,Owned,0
155EE7734,550,10,3,9484,Unemployed,Small Business Funding,Rented,0
31899F6AF,464,9,4,9696,Self-employed,Debt Consolidation,Mortgaged,1
BE206424B,958,8,1,7415,Employed,Investment,Rented,0
28DCB4ED2,774,6,3,6938,Unemployed,Home Improvement,Rented,1
E2CFD5A9A,450,6,3,9512,Self-employed,Investment,Owned,1
4AFC0AC3B,754,1,4,3604,Employed,Education,Owned,0
1623E2E2A,499,2,3,8740,Employed,Debt Consolidation,Mortgaged,1
D941C1670,352,4,2,7401,Self-employed,Small Business Funding,Mortgaged,1
1EE7D490B,880,3,2,5279,Employed,Debt Consolidation,Rented,1
84947F7F5,980,1,1,7047,Unemployed,Home Improvement,Owned,0
363C25CE8,902,8,4,2551,Employed,Education,Owned,1
5E1ECCBBC,558,7,3,4004,Unemployed,Debt Consolidation,Rented,1
F9B4AD9C0,798,4,1,7215,Unemployed,Debt Consolidation,Owned,1
342FA9C6F,598,9,3,9619,Unemployed,Debt Consolidation,Mortgaged,1
0E61DE979,607,11,2,8117,Self-employed,Small Business Funding,Rented,1
FCF978CB0,403,4,3,9929,Employed,Education,Owned,0
4B5FB6B2E,600,1,3,8516,Self-employed,Small Business Funding,Rented,1
AAA1C568E,902,10,3,8791,Self-employed,Debt Consolidation,Owned,1
079922404,697,1,2,7192,Unemployed,Small Business Funding,Owned,0
AF2B8882B,265,1,2,3836,Self-employed,Small Business Funding,Owned,1
F19B70A08,514,1,4,7904,Employed,Home Improvement,Mortgaged,1
C67DA87B8,561,4,2,7800,Self-employed,Investment,Rented,1
99375A7C1,213,1,1,8476,Self-employed,Investment,Mortgaged,0
8F6617E2E,532,2,3,8536,Unemployed,Home Improvement,Mortgaged,1
92BD394C6,455,4,2,9877,Unemployed,Home Improvement,Rented,1
B077C4EA1,794,7,1,9273,Self-employed,Small Business Funding,Rented,1
F1501B735,306,2,2,3124,Unemployed,Small Business Funding,Owned,1
E3D96AA63,867,8,3,3382,Self-employed,Education,Owned,1
A29040698,334,7,1,3770,Employed,Investment,Rented,0
2D6FDF3E7,541,9,2,5863,Employed,Small Business Funding,Owned,1
6933AE1BC,454,6,2,5400,Unemployed,Education,Owned,1
2C9D1F4E4,614,4,1,7737,Employed,Investment,Rented,0
296FAC2FD,307,6,4,8538,Employed,Education,Mortgaged,1
C8D947EC0,808,4,1,2034,Self-employed,Education,Rented,0
5B93BFB79,952,7,1,4204,Unemployed,Home Improvement,Rented,1
31779CF32,224,9,1,6999,Employed,Debt Consolidation,Mortgaged,1
4800F0859,237,3,1,5344,Unemployed,Debt Consolidation,Owned,1
92AE48A90,438,3,2,5014,Unemployed,Debt Consolidation,Mortgaged,1
6AC747BF4,636,2,1,6491,Unemployed,Education,Mortgaged,1
6D4EFF9CB,167,1,1,9919,Employed,Small Business Funding,Rented,1
208C3BC88,672,1,3,6302,Unemployed,Debt Consolidation,Owned,1
B8003F1CB,640,3,2,3780,Unemployed,Small Business Funding,Owned,1
BA3C9B381,482,7,3,3628,Self-employed,Investment,Mortgaged,1
870CCAF69,118,11,2,8764,Self-employed,Debt Consolidation,Rented,1
7677E2C4C,782,9,4,3329,Self-employed,Education,Mortgaged,1
0BE021D9C,549,2,4,7745,Self-employed,Home Improvement,Owned,1
BFD858882,173,7,2,3559,Unemployed,Education,Owned,1
3974A0C6A,672,1,4,2804,Self-employed,Small Business Funding,Rented,1
C18C69EB3,764,2,4,4509,Self-employed,Investment,Rented,1
D26F1A97E,375,6,2,6347,Employed,Education,Mortgaged,1
DF6F634B4,147,11,1,3290,Self-employed,Home Improvement,Rented,1
8E8082E07,310,5,3,9010,Self-employed,Home Improvement,Mortgaged,0
9FAD4278E,954,8,2,6304,Employed,Investment,Rented,0
EFD5CD285,750,11,2,7050,Unemployed,Debt Consolidation,Mortgaged,1
8DB8ED88E,721,2,2,9734,Unemployed,Education,Owned,1
209CED23A,794,1,3,4586,Employed,Education,Owned,1
61C5A180E,639,7,2,8123,Employed,Home Improvement,Owned,1
541ABCA3C,808,6,3,6930,Unemployed,Small Business Funding,Owned,0
90529D0C4,290,8,3,4550,Self-employed,Education,Owned,1
B99AD228A,414,11,4,2955,Employed,Home Improvement,Owned,0
2F4C13395,662,8,1,6609,Employed,Small Business Funding,Rented,0
15D90F7F5,760,2,4,2579,Employed,Debt Consolidation,Rented,1
42F8D2DF2,879,8,2,3937,Unemployed,Debt Consolidation,Rented,1
F95C2F8D8,661,6,2,7267,Unemployed,Home Improvement,Mortgaged,1
E4D160578,999,9,3,9998,Unemployed,Home Improvement,Rented,1
789AE9F6D,857,7,4,3997,Unemployed,Debt Consolidation,Rented,1
B3F1F9056,212,2,3,8983,Unemployed,Home Improvement,Mortgaged,0
B3140A249,269,8,4,3665,Self-employed,Investment,Mortgaged,0
38DF9FB7D,567,9,4,9129,Self-employed,Education,Owned,1
91C510BE3,777,7,4,4130,Unemployed,Investment,Rented,0
249C6E3E6,113,4,4,9209,Unemployed,Small Business Funding,Rented,1
E22D6686D,814,9,4,8299,Unemployed,Home Improvement,Mortgaged,1
DE51A6B6D,387,4,1,5740,Employed,Home Improvement,Owned,1
57EFB6104,288,4,2,4500,Employed,Small Business Funding,Rented,1
770F0B36D,254,9,4,3642,Unemployed,Education,Mortgaged,1
DB18292C0,666,8,4,9451,Unemployed,Debt Consolidation,Mortgaged,1
78F46E447,793,4,3,7307,Employed,Investment,Rented,1
502A9BC4C,821,8,2,6712,Employed,Education,Mortgaged,1
F87A83AF1,987,8,2,8767,Employed,Debt Consolidation,Mortgaged,1
3AC9739B4,570,7,2,3497,Employed,Debt Consolidation,Rented,1
C6830DED3,174,10,4,6602,Employed,Home Improvement,Owned,1
38F3E2392,376,6,3,5204,Unemployed,Small Business Funding,Rented,1
73FA980EE,744,8,2,7390,Unemployed,Home Improvement,Owned,0
440319C1F,442,7,3,2621,Employed,Small Business Funding,Mortgaged,1
D9E7B9822,524,5,1,5144,Unemployed,Home Improvement,Rented,0
889DE61CB,670,4,1,3951,Employed,Investment,Rented,1
3CFBB2927,610,2,3,3459,Employed,Home Improvement,Owned,1
7D025926D,956,11,4,2292,Employed,Investment,Mortgaged,1
C5C6270C1,281,8,2,2654,Unemployed,Education,Rented,0
019BEFA32,557,9,1,4984,Unemployed,Education,Rented,1
57B21CF89,950,4,1,5843,Unemployed,Home Improvement,Mortgaged,1
3A590AA8E,932,4,3,4804,Unemployed,Education,Owned,0
1168B1DFD,163,5,4,9604,Self-employed,Debt Consolidation,Rented,1
987CB84A2,938,2,3,9139,Employed,Investment,Mortgaged,0
909BC4BCB,359,7,3,4714,Employed,Small Business Funding,Rented,0
BD85F20AC,292,5,3,9828,Unemployed,Investment,Rented,1
2E21F91D3,754,6,3,8203,Unemployed,Home Improvement,Rented,0
6BC295010,715,4,3,3621,Self-employed,Education,Owned,1
D94F6EB5A,505,8,4,9871,Employed,Education,Mortgaged,1
9D1C875EB,825,8,3,8470,Employed,Debt Consolidation,Rented,1
0B99938FE,853,5,4,6014,Unemployed,Education,Rented,1
2F47CBA79,820,6,2,5253,Unemployed,Home Improvement,Rented,1
4FEE042C9,192,3,2,4846,Self-employed,Home Improvement,Owned,0
5564A173B,529,1,2,6880,Employed,Small Business Funding,Rented,1
9B48BF88C,753,9,2,6862,Self-employed,Investment,Mortgaged,1
CD955241E,533,9,1,5505,Employed,Investment,Owned,1
498F664D3,503,3,4,2518,Unemployed,Investment,Mortgaged,1
84701D181,533,4,2,4685,Self-employed,Small Business Funding,Rented,1
5B74B79EE,211,7,1,8226,Unemployed,Small Business Funding,Rented,1
C26E2F969,474,2,4,2027,Employed,Small Business Funding,Owned,1
C3DAB63BC,158,3,1,2265,Employed,Debt Consolidation,Rented,0
41B24F88A,142,6,1,3306,Self-employed,Small Business Funding,Mortgaged,1
6A5F9B140,306,11,3,8540,Unemployed,Education,Mortgaged,0
86AF5DC65,879,8,1,9105,Employed,Debt Consolidation,Mortgaged,1
DA28B9494,395,1,1,6053,Employed,Education,Rented,0
D7D384E9A,217,4,4,8906,Self-employed,Investment,Rented,1
94F464481,631,1,1,7075,Self-employed,Home Improvement,Owned,1
D400BAD18,321,2,3,7819,Unemployed,Investment,Owned,0
3D4D8E984,265,8,2,5454,Self-employed,Small Business Funding,Mortgaged,1
2D0A1F2DD,742,6,2,2810,Employed,Home Improvement,Mortgaged,1
58B1FABDA,255,9,4,6676,Unemployed,Investment,Owned,1
DD53C2C81,283,2,4,5390,Unemployed,Debt Consolidation,Owned,0
22DA3A176,189,3,1,7957,Unemployed,Small Business Funding,Mortgaged,1
5B66A7578,193,9,4,2610,Employed,Investment,Owned,1
32EE2E2A3,112,9,1,6288,Self-employed,Home Improvement,Rented,1
958BA6ED3,933,6,4,4274,Unemployed,Education,Rented,1
35873CD8D,904,3,2,6546,Employed,Investment,Owned,1
01C403359,841,5,2,7301,Self-employed,Debt Consolidation,Owned,0
76595ADEF,933,2,2,7027,Unemployed,Home Improvement,Rented,0
160BCD2DF,903,7,2,7446,Self-employed,Investment,Rented,0
52FC4E336,537,10,1,7724,Self-employed,Education,Mortgaged,0
0A73F3F37,637,11,1,8798,Self-employed,Small Business Funding,Owned,0
B51FD0626,686,8,1,2202,Employed,Small Business Funding,Rented,0
D8E523D8D,975,6,2,2401,Unemployed,Small Business Funding,Owned,0
6613DD284,910,8,3,4027,Unemployed,Home Improvement,Rented,0
8626030E2,249,2,2,7763,Unemployed,Education,Rented,1
CDC9C0C80,759,3,2,8615,Employed,Education,Owned,1
3EF02391F,107,7,3,5850,Self-employed,Investment,Mortgaged,1
AE4FEEEB5,128,10,3,7765,Employed,Small Business Funding,Rented,1
1D07C0064,395,1,4,2889,Unemployed,Home Improvement,Owned,1
3CD9A2494,820,7,2,2178,Self-employed,Small Business Funding,Rented,0
178E22A31,739,6,3,7817,Employed,Small Business Funding,Owned,1
E14F4FEF5,439,8,4,3979,Employed,Investment,Owned,1
3384E10A9,727,7,3,9185,Employed,Investment,Rented,1
B3A32F877,538,4,3,4510,Employed,Investment,Mortgaged,0
CA0A0CCF0,243,3,4,4882,Self-employed,Debt Consolidation,Rented,1
326551538,929,3,2,5984,Employed,Debt Consolidation,Rented,1
901B88D98,846,4,4,8752,Self-employed,Home Improvement,Mortgaged,0
F8DADB149,618,9,2,7665,Employed,Home Improvement,Mortgaged,1
65597E0EA,144,9,3,7021,Unemployed,Investment,Owned,1
734C47DF7,338,2,4,7522,Employed,Education,Owned,1
44A9ECBD8,254,5,1,4044,Employed,Home Improvement,Mortgaged,0
CA455E69C,280,1,3,7512,Unemployed,Debt Consolidation,Mortgaged,0
898B7D11A,314,4,4,4983,Self-employed,Debt Consolidation,Rented,1
91B8676D4,187,2,3,8443,Employed,Small Business Funding,Mortgaged,0
FCEC0B0C6,355,8,4,2350,Employed,Investment,Rented,0
EE5422509,610,4,2,6282,Unemployed,Education,Rented,0
6B5224905,172,5,1,5418,Self-employed,Investment,Rented,0
99BB0C609,278,11,3,8766,Unemployed,Debt Consolidation,Mortgaged,0
DE5E3DD03,311,4,1,7528,Employed,Education,Mortgaged,1
0A6A6DDDB,904,5,2,5830,Self-employed,Home Improvement,Rented,1
2208D8509,333,5,4,8214,Employed,Small Business Funding,Mortgaged,1
CCE49ADEA,564,5,1,9988,Unemployed,Debt Consolidation,Owned,1
A9173286E,850,11,4,3967,Employed,Small Business Funding,Owned,0
F1D4F5452,322,3,2,9494,Unemployed,Investment,Rented,1
BC4D23253,730,7,3,9379,Unemployed,Education,Mortgaged,1
7E439A33D,924,3,2,6404,Self-employed,Investment,Owned,1
BDE637DB4,363,2,1,9275,Unemployed,Small Business Funding,Rented,1
0D4117913,306,3,1,4224,Self-employed,Debt Consolidation,Owned,1
726B34767,706,11,1,6522,Self-employed,Small Business Funding,Rented,0
A641074D0,984,3,4,4787,Self-employed,Debt Consolidation,Rented,0
EE4CD956F,833,8,3,6626,Self-employed,Small Business Funding,Rented,0
C29700CBB,465,4,1,8561,Self-employed,Investment,Owned,1
B9BBB33F2,375,3,1,6343,Unemployed,Small Business Funding,Rented,0
88E8A72EC,479,10,1,8352,Unemployed,Home Improvement,Rented,1
C451FE2EE,842,5,2,6311,Self-employed,Investment,Owned,1
179A82C54,408,4,1,6808,Unemployed,Small Business Funding,Rented,1
D9060C7C4,730,9,2,2437,Self-employed,Small Business Funding,Owned,0
9017681E2,367,8,1,7888,Unemployed,Education,Rented,1
7CE4E57ED,884,11,2,7737,Self-employed,Investment,Mortgaged,1
2F5CA8E75,163,7,4,4358,Employed,Education,Mortgaged,0
89F4AAC39,909,8,4,5854,Employed,Investment,Owned,1
1874938F4,449,5,2,2382,Self-employed,Debt Consolidation,Rented,1
5D8CEA55A,593,4,3,7076,Unemployed,Investment,Owned,1
E224A8B8F,622,7,3,7390,Self-employed,Investment,Rented,0
7FCD2AF79,197,1,2,6216,Unemployed,Small Business Funding,Owned,1
1B7B38C99,170,6,4,2406,Self-employed,Home Improvement,Mortgaged,0
1A9830AEE,463,8,2,6340,Self-employed,Investment,Owned,0
E80B6BEA7,669,7,3,2065,Unemployed,Education,Mortgaged,0
542B2D8EF,901,2,2,4989,Unemployed,Home Improvement,Mortgaged,1
95B29D5E8,862,7,4,2227,Self-employed,Investment,Mortgaged,1
0799A15CF,375,6,3,6977,Employed,Home Improvement,Owned,1
D60C26AED,149,5,3,4184,Employed,Debt Consolidation,Owned,1
DC11372CF,457,4,1,4241,Employed,Home Improvement,Mortgaged,0
0A77D0DCC,827,1,1,6801,Employed,Debt Consolidation,Owned,0
45B440847,663,2,3,6753,Employed,Home Improvement,Rented,0
906BAB349,882,7,3,8800,Unemployed,Home Improvement,Mortgaged,1
F84BDDA4C,584,10,2,3512,Employed,Education,Rented,1
8CDED220A,183,3,4,9751,Unemployed,Education,Mortgaged,1
72CE7C6B4,998,5,3,9521,Employed,Small Business Funding,Rented,1
CB00D9EC2,904,8,4,2929,Unemployed,Home Improvement,Mortgaged,0
4AACD8B88,737,8,3,6036,Employed,Debt Consolidation,Mortgaged,1
0B9773487,907,6,4,7823,Employed,Home Improvement,Mortgaged,1
66A54C956,683,5,1,4603,Unemployed,Investment,Owned,1
93CD76A80,395,2,3,3180,Unemployed,Debt Consolidation,Rented,1
10970B27B,335,9,2,7053,Self-employed,Investment,Mortgaged,1
A469993F5,155,1,4,9643,Employed,Small Business Funding,Owned,0
0CB2D64C1,459,11,3,3039,Employed,Investment,Mortgaged,1
FC8EEB23F,209,2,1,3101,Unemployed,Small Business Funding,Rented,1
8BC4A3346,291,1,1,4099,Unemployed,Small Business Funding,Mortgaged,1
11C114CD4,192,4,1,2513,Employed,Small Business Funding,Owned,1
622CAB921,961,4,1,9671,Employed,Investment,Mortgaged,1
DCEC2625F,667,5,3,6839,Unemployed,Small Business Funding,Mortgaged,1
5E99135B9,159,5,2,5132,Unemployed,Small Business Funding,Mortgaged,1
3BBCC3877,749,8,4,9299,Employed,Education,Mortgaged,1
CF406D366,138,11,2,7501,Unemployed,Home Improvement,Owned,0
11D6E278A,639,11,4,9731,Unemployed,Small Business Funding,Mortgaged,1
C750123DF,148,3,2,3832,Employed,Debt Consolidation,Rented,1
1AED47FE8,519,6,3,8835,Self-employed,Debt Consolidation,Rented,1
46CE819A6,736,3,3,6638,Unemployed,Education,Mortgaged,0
A6A286C52,112,2,4,4457,Self-employed,Investment,Owned,1
3FB6D4793,135,8,3,4202,Unemployed,Investment,Rented,1
109DBB6BE,200,1,4,4680,Self-employed,Investment,Mortgaged,1
F2E623B6D,893,9,2,4098,Unemployed,Small Business Funding,Mortgaged,1
5D7C28F5D,185,11,3,9167,Self-employed,Investment,Owned,1
E2FC2DBC1,615,7,3,9137,Self-employed,Investment,Mortgaged,1
EFC332255,322,10,4,5166,Unemployed,Home Improvement,Owned,1
0E1D82997,437,11,4,7807,Self-employed,Small Business Funding,Rented,0
449BB18EC,265,4,4,9690,Employed,Small Business Funding,Mortgaged,0
F11B41B35,482,3,4,3927,Employed,Debt Consolidation,Owned,0
B02639D16,955,6,1,8667,Employed,Debt Consolidation,Mortgaged,0
EC860F6DE,994,9,4,6450,Self-employed,Home Improvement,Mortgaged,1
A2FC849BD,475,9,1,5116,Unemployed,Education,Rented,1
A07A60E19,570,4,2,8945,Self-employed,Small Business Funding,Mortgaged,1
37290EC78,889,10,4,7324,Unemployed,Debt Consolidation,Owned,1
6222C7083,741,5,1,7850,Self-employed,Investment,Owned,1
CD50585C2,130,11,1,4887,Unemployed,Small Business Funding,Owned,0
6D957F6FA,474,9,1,9598,Self-employed,Small Business Funding,Mortgaged,1
01086EB14,110,2,3,8399,Self-employed,Small Business Funding,Mortgaged,1
62D470727,401,2,1,6343,Employed,Debt Consolidation,Rented,1
05E2DBDED,195,5,4,6628,Self-employed,Home Improvement,Mortgaged,1
0A115C739,289,1,4,8184,Employed,Debt Consolidation,Owned,0
9EC421485,552,8,4,5530,Unemployed,Investment,Owned,1
934957FF3,291,5,1,2789,Unemployed,Investment,Rented,0
C1BFF16E4,585,10,1,3300,Employed,Education,Owned,1
D89DCA5F2,365,2,3,3947,Self-employed,Debt Consolidation,Owned,0
EF20760C5,523,9,2,4242,Unemployed,Debt Consolidation,Owned,1
CD2C73044,227,2,3,3094,Self-employed,Education,Rented,1
A78D6B5B2,337,7,4,9437,Self-employed,Education,Rented,0
19590FD41,454,8,4,3358,Self-employed,Small Business Funding,Owned,1
5139476DB,211,6,4,5656,Unemployed,Small Business Funding,Owned,1
3B4B384EA,927,11,3,2307,Unemployed,Investment,Mortgaged,1
77F830D1C,545,7,4,3450,Self-employed,Home Improvement,Mortgaged,1
75F683464,442,11,4,9366,Employed,Investment,Owned,1
7B4E2B54F,244,1,4,4123,Employed,Debt Consolidation,Mortgaged,1
99534EADE,164,4,1,6882,Employed,Home Improvement,Owned,1
4AD25AE78,346,7,2,4842,Self-employed,Small Business Funding,Owned,0
F34FAB845,834,1,1,9825,Employed,Education,Mortgaged,0
E5D3BC805,589,1,1,7644,Unemployed,Education,Rented,1
84B40E630,924,11,2,7994,Employed,Investment,Rented,0
65E79551A,538,6,2,3664,Employed,Debt Consolidation,Rented,1
DE53FE27A,205,4,3,8373,Self-employed,Debt Consolidation,Owned,1
3ABFDA960,280,3,2,8228,Unemployed,Education,Owned,0
F4C75E1B3,283,5,3,7281,Unemployed,Investment,Rented,1
CA863696B,325,9,3,8540,Employed,Investment,Rented,1
BF514FBF7,876,10,1,5948,Self-employed,Small Business Funding,Rented,0
F5FECC882,889,10,4,3394,Self-employed,Small Business Funding,Owned,0
1AE0BFA57,188,11,1,6072,Employed,Small Business Funding,Owned,1
8A2B858AE,787,10,1,5634,Unemployed,Home Improvement,Mortgaged,1
112B611D5,629,3,2,2214,Unemployed,Investment,Mortgaged,1
B01DC235F,470,5,2,5072,Unemployed,Investment,Mortgaged,1
411049695,498,10,3,6054,Self-employed,Small Business Funding,Rented,0
A5CFAA970,205,5,3,6472,Employed,Education,Owned,0
BAE29B6FA,370,9,3,4459,Self-employed,Small Business Funding,Mortgaged,0
0BA1F60FC,930,11,2,5706,Unemployed,Home Improvement,Mortgaged,0
341A1617A,602,10,3,8943,Self-employed,Education,Mortgaged,1
D3BDC9C86,778,11,3,5271,Unemployed,Investment,Mortgaged,1
2A9A213FA,624,4,2,3206,Employed,Home Improvement,Rented,1
C3F0606C9,948,1,4,2409,Unemployed,Home Improvement,Owned,1
77DF1E184,131,10,1,5469,Employed,Education,Owned,1
151AD89FB,492,5,2,2215,Self-employed,Small Business Funding,Owned,1
5BA9513D2,139,1,3,6847,Self-employed,Small Business Funding,Mortgaged,1
4580DA099,759,6,1,2348,Self-employed,Debt Consolidation,Rented,0
83EA39909,317,10,2,5651,Unemployed,Education,Rented,1
EB636400B,830,10,1,4878,Employed,Small Business Funding,Rented,0
A8E7AFED2,181,7,1,5665,Self-employed,Home Improvement,Owned,1
D092D04DC,944,1,4,6749,Self-employed,Small Business Funding,Owned,0
325DC6FAF,819,10,3,5069,Employed,Small Business Funding,Rented,1
AA4566D50,300,4,2,5994,Unemployed,Home Improvement,Mortgaged,0
A733D824D,546,9,3,5112,Self-employed,Education,Owned,1
A64920346,943,1,4,7870,Unemployed,Debt Consolidation,Owned,1
191288ABE,527,9,4,2002,Unemployed,Small Business Funding,Mortgaged,1
49BA6A0D6,137,8,2,3117,Unemployed,Small Business Funding,Mortgaged,1
6F12E8DF0,310,5,2,3082,Self-employed,Small Business Funding,Owned,0
55916C137,543,6,4,8883,Self-employed,Education,Mortgaged,0
71C34CDD1,426,7,2,6502,Employed,Home Improvement,Mortgaged,1
90EFFB548,860,4,1,8161,Employed,Home Improvement,Mortgaged,1
AA93CC6DC,326,6,1,3517,Unemployed,Home Improvement,Mortgaged,0
C1D39BEDB,147,7,4,6846,Self-employed,Home Improvement,Mortgaged,1
7E8F2A6E4,117,11,3,3895,Unemployed,Home Improvement,Rented,1
186211EC4,538,6,2,5579,Employed,Home Improvement,Owned,1
E1F190896,906,11,2,4633,Unemployed,Small Business Funding,Rented,1
DB3F22F21,807,6,1,6983,Unemployed,Small Business Funding,Rented,1
